"Comment ID","Reply to Which Comment","User ID","Username","Nick Name","Comment","Comment Time","Digg Count","Author Digged","Reply Count","Pinned to Top","User Homepage"
"=""7637379605032764180""","=""7637345595241644801""","=""7118283645290333190""","tmaaditya","🫀","minta dong","8/5/2026, 11.53.48","2","Yes","","","https://www.tiktok.com/@tmaaditya"
"=""7637853784065344274""","=""7637345595241644801""","=""7627701151470846983""","motoriting","Moto Riting","dm","9/5/2026, 18.38.39","0","No","","","https://www.tiktok.com/@motoriting"
"=""7637650083168994068""","=""7637345595241644801""","=""7634873675666408468""","cek.dibiyo4","cek dibiyo","barusan gw dah liat di tiktok @cyek dibyokuu","9/5/2026, 05.23.27","0","No","","","https://www.tiktok.com/@cek.dibiyo4"
"=""7638626743787897618""","=""7637345595241644801""","=""6965138766399325185""","senja_lampura","KURIR KILAT","udh gw dm","11/5/2026, 20.33.07","0","No","","","https://www.tiktok.com/@senja_lampura"
"=""7637528470225978133""","=""7637345595241644801""","=""6932530983708394498""","rdn.ah","mas mbarep","inpo😅","8/5/2026, 21.31.20","1","No","","","https://www.tiktok.com/@rdn.ah"
"=""7637528582966133521""","=""7637345595241644801""","=""6958740485508006918""","khaizzarr","khaizar","dm","8/5/2026, 21.31.49","2","No","","","https://www.tiktok.com/@khaizzarr"
"=""7637387908946019080""","=""7637345595241644801""","=""6851937403449361410""","rosidbangkalan","ROLAN","dm bang aq ada vidionya","8/5/2026, 12.26.02","2","No","","","https://www.tiktok.com/@rosidbangkalan"
"=""7638274422637757191""","=""7637345595241644801""","=""7095223967863473154""","ricko_ps09","￶￶","bgi yg 17 mnit","10/5/2026, 21.45.56","1","No","","","https://www.tiktok.com/@ricko_ps09"
"=""7638274962064130832""","=""7637345595241644801""","=""6958740485508006918""","khaizzarr","khaizar","dm aja","10/5/2026, 21.48.07","0","No","","","https://www.tiktok.com/@khaizzarr"
"=""7638110507976049415""","=""7637345595241644801""","=""6870482850220033025""","novalsyaiful5678","NovallAja","kirim bang","10/5/2026, 11.10.07","1","No","","","https://www.tiktok.com/@novalsyaiful5678"
"=""7637916422462571284""","=""7637345595241644801""","=""7100161026402026523""","useernamee123483",".......","bagi bang","9/5/2026, 22.36.47","1","No","","","https://www.tiktok.com/@useernamee123483"
"=""7637918380229935889""","=""7637345595241644801""","=""6958740485508006918""","khaizzarr","khaizar","dm","9/5/2026, 22.44.21","0","No","","","https://www.tiktok.com/@khaizzarr"
"=""7637542914868232968""","=""7637345595241644801""","=""7618925515348427794""","teguhwahyudi119","𝙏𝙀𝙂𝙐𝙃𝘽𝙐𝙆𝘼𝙉𝙏𝙀𝙂𝘼𝙍","bgi bng🗿","8/5/2026, 22.27.20","1","No","","","https://www.tiktok.com/@teguhwahyudi119"
"=""7637511167212405522""","=""7637345595241644801""","=""6933208644138337282""","ariansyah1980","L TOR","minta bng","8/5/2026, 20.24.11","1","No","","","https://www.tiktok.com/@ariansyah1980"
"=""7637498486740796168""","=""7637345595241644801""","=""7023784210113545217""","iswahyudisyetanmer","iswahyudisyetanmerah765","minta krim donk","8/5/2026, 19.34.56","1","No","","","https://www.tiktok.com/@iswahyudisyetanmer"
"=""7639351854674117397""","=""7637345595241644801""","=""7047573712249504769""","royhandson","Roy Handson","dm","13/5/2026, 19.27.07","0","No","","","https://www.tiktok.com/@royhandson"
"=""7639363905488487186""","=""7637345595241644801""","=""7023784210113545217""","iswahyudisyetanmer","iswahyudisyetanmerah765","gratis kak","13/5/2026, 20.13.47","0","No","","","https://www.tiktok.com/@iswahyudisyetanmer"
"=""7639366801755276052""","=""7637345595241644801""","=""7047573712249504769""","royhandson","Roy Handson","5k aja","13/5/2026, 20.25.04","0","No","","","https://www.tiktok.com/@royhandson"
"=""7637459205512037136""","=""7637345595241644801""","=""6959163812915414017""","mamad_gowo_d","cita citane tani","bagi bang","8/5/2026, 17.02.36","1","No","","","https://www.tiktok.com/@mamad_gowo_d"
"=""7637461798928646913""","=""7637345595241644801""","=""6958740485508006918""","khaizzarr","khaizar","dm","8/5/2026, 17.12.35","0","No","","","https://www.tiktok.com/@khaizzarr"
"=""7637448938409296661""","=""7637345595241644801""","=""6662452232690909185""","anarqq99","AA1994E","dr PDA kena PHP. donwload vpn terus masuk ke gogle .ketik duckduckgo .tingal cari","8/5/2026, 16.22.52","1","No","","","https://www.tiktok.com/@anarqq99"
"=""7637428365461668615""","=""7637345595241644801""","=""7051877193601614850""","chullah_23","chull","kirim","8/5/2026, 15.02.56","1","No","","","https://www.tiktok.com/@chullah_23"
"=""7637854458294928136""","=""7637345595241644801""","=""7627701151470846983""","motoriting","Moto Riting","dm","9/5/2026, 18.39.30","0","No","","","https://www.tiktok.com/@motoriting"
"=""7641540354437972756""","=""7637345595241644801""","=""7477659364356178965""","dull18920","guru bahasa Inggris viral","yg mau sini😁","19/5/2026, 16.59.38","0","No","","","https://www.tiktok.com/@dull18920"
"=""7638047962157056769""","=""7637345595241644801""","=""236305868613722112""","joyboy99d","Lapendos","dm","10/5/2026, 07.07.38","0","No","","","https://www.tiktok.com/@joyboy99d"
"=""7637513836107137813""","=""7637345595241644801""","=""7071879733634761730""","wongasor6666","user.12345678910","dm","8/5/2026, 20.37.37","0","No","","","https://www.tiktok.com/@wongasor6666"
"=""7637484942587855617""","=""7637345595241644801""","=""7052341541436146689""","jaypark95_","Fitra","dm dong bng","8/5/2026, 18.42.27","0","No","","","https://www.tiktok.com/@jaypark95_"
"=""7637445248298484488""","=""7637345595241644801""","=""6575640679618936837""","ilmlluthfi_","luthfii","dm bg","8/5/2026, 16.13.06","0","No","","","https://www.tiktok.com/@ilmlluthfi_"
"=""7637423383949853457""","=""7637345595241644801""","=""6958740485508006918""","khaizzarr","khaizar","dm","8/5/2026, 14.43.38","0","No","","","https://www.tiktok.com/@khaizzarr"
"=""7639252202322838279""","=""7637345595241644801""","=""7624481512507376658""","alex.1234699","alex 1234","minta videonya nya bang🥺😅","13/5/2026, 13.00.22","1","No","","","https://www.tiktok.com/@alex.1234699"
"=""7638781970457527057""","=""7637345595241644801""","=""7605867329722205204""","haniiii_2234","haniiii_2234","bagi dong dek
Dm ya","12/5/2026, 06.36.08","1","No","","","https://www.tiktok.com/@haniiii_2234"
"=""7638789113244451601""","=""7637345595241644801""","=""6958740485508006918""","khaizzarr","khaizar","dm aja","12/5/2026, 07.03.26","0","No","","","https://www.tiktok.com/@khaizzarr"
"=""7641500455817839361""","=""7637345595241644801""","=""6958740485508006918""","khaizzarr","khaizar","dm sini","19/5/2026, 14.24.45","0","No","","","https://www.tiktok.com/@khaizzarr"
"=""7638819494206767880""","","=""7623741791263966226""","laudyaaml37","laudyaaml37","Aku punya nih gratis","12/5/2026, 09.01.16","5","No","11","No","https://www.tiktok.com/@laudyaaml37"
"=""7639350403977429767""","=""7638819494206767880""","=""7041198084559356929""","akhmadfadhil581","fadhil","bagi bang","13/5/2026, 19.21.22","1","No","","","https://www.tiktok.com/@akhmadfadhil581"
"=""7639351978485777173""","=""7638819494206767880""","=""7047573712249504769""","royhandson","Roy Handson","dm","13/5/2026, 19.27.37","0","No","","","https://www.tiktok.com/@royhandson"
"=""7639617020536226561""","=""7638819494206767880""","=""6955033741647987717""","sjw116","pribumi tamvan 12","DM co ada gw wkwk😂","14/5/2026, 12.36.37","0","No","","","https://www.tiktok.com/@sjw116"
"=""7639020451315286805""","=""7638819494206767880""","=""7490443143583794183""","bram.the.cooll","Wong MBREBET","Bagi dong bang","12/5/2026, 22.01.08","1","No","","","https://www.tiktok.com/@bram.the.cooll"
"=""7639032339590710034""","=""7638819494206767880""","=""7623741791263966226""","laudyaaml37","laudyaaml37","Dm","12/5/2026, 22.47.06","0","No","","","https://www.tiktok.com/@laudyaaml37"
"=""7639320269598180103""","=""7638819494206767880""","=""6970614409127740417""","keyy__002","Bett_","Cek dm bg","13/5/2026, 17.24.30","0","No","","","https://www.tiktok.com/@keyy__002"
"=""7639353069814252296""","=""7638819494206767880""","=""7623741791263966226""","laudyaaml37","laudyaaml37","Done","13/5/2026, 19.31.43","0","No","","","https://www.tiktok.com/@laudyaaml37"
"=""7643113426307531541""","=""7638819494206767880""","=""7617919819087053844""","howeh_hoo","PROST😎","cek dm bang","23/5/2026, 22.44.01","0","No","","","https://www.tiktok.com/@howeh_hoo"
"=""7642270115475751698""","=""7638819494206767880""","=""7494653750381446151""","nskwnw3","Nskwnw","Cek dm bang","21/5/2026, 16.11.20","0","No","","","https://www.tiktok.com/@nskwnw3"
"=""7639869426330387221""","=""7638819494206767880""","=""6819435205192352770""","edy_leuhery","PinkyBoy","bagi dong bang","15/5/2026, 04.55.44","0","No","","","https://www.tiktok.com/@edy_leuhery"
"=""7639005457033511701""","=""7638819494206767880""","=""7283417751681582085""","foxzy.is.back","DoubleClick","mantap🤣","12/5/2026, 21.02.48","0","No","","","https://www.tiktok.com/@foxzy.is.back"
"=""7643403024966697748""","","=""6885265339283162113""","adhitya_1190","adhitya","njir lah keinget 19 menit kan☺️","24/5/2026, 17.32.33","0","No","0","No","https://www.tiktok.com/@adhitya_1190"
"=""7642779484903392020""","","=""7557931949139297287""","punyakamuu1321","kai","info yg pny","23/5/2026, 01.08.09","0","No","3","No","https://www.tiktok.com/@punyakamuu1321"
"=""7643131293387588359""","=""7642779484903392020""","=""6982853423263728641""","anggadwi642","anggadwi642","dm","23/5/2026, 23.53.10","0","No","","","https://www.tiktok.com/@anggadwi642"
"=""7643042274340160263""","=""7642779484903392020""","=""7636010357769192468""","pawlen38","amelnich","sini","23/5/2026, 18.07.46","0","No","","","https://www.tiktok.com/@pawlen38"
"=""7642845206358246160""","=""7642779484903392020""","=""7636359992538383376""","narasi372","Narasi","ada gw 16 video lengkap","23/5/2026, 05.23.29","0","No","","","https://www.tiktok.com/@narasi372"
"=""7637364429211288341""","","=""6959078088681587717""","salsabilaaaa708","malkistabon","udah nonton full 17 menit😂","8/5/2026, 10.54.53","11","Yes","15","No","https://www.tiktok.com/@salsabilaaaa708"
"=""7638193698874393362""","=""7637364429211288341""","=""6940375224702780418""","store_fu_dohc","Fu DOHC STORE","Bgi donk","10/5/2026, 16.32.44","1","No","","","https://www.tiktok.com/@store_fu_dohc"
"=""7638312431001223943""","=""7637364429211288341""","=""7607423031095542792""","bonzina0","kinoraaa","DM aja","11/5/2026, 00.13.29","0","No","","","https://www.tiktok.com/@bonzina0"
"=""7638967321118180097""","=""7637364429211288341""","=""7458900373592818694""","kholil.alfiansyah","Muhammad Kholil","bgi","12/5/2026, 18.35.06","1","No","","","https://www.tiktok.com/@kholil.alfiansyah"
"=""7638967494593872661""","=""7637364429211288341""","=""6959078088681587717""","salsabilaaaa708","malkistabon","inbok","12/5/2026, 18.35.34","1","No","","","https://www.tiktok.com/@salsabilaaaa708"
"=""7638967669010760455""","=""7637364429211288341""","=""7607423031095542792""","bonzina0","kinoraaa","DM","12/5/2026, 18.36.15","0","No","","","https://www.tiktok.com/@bonzina0"
"=""7637403609148441345""","=""7637364429211288341""","=""7003590297206014981""","user1954609914569","United ti'll we die","nontonnya dimana yah","8/5/2026, 13.33.18","1","No","","","https://www.tiktok.com/@user1954609914569"
"=""7637716807311393557""","=""7637364429211288341""","=""7071879733634761730""","wongasor6666","user.12345678910","dm","9/5/2026, 09.48.22","0","No","","","https://www.tiktok.com/@wongasor6666"
"=""7638088147176817429""","=""7637364429211288341""","=""7554013384586511378""","faii_ctk._","1cheeznn_","dm aku","10/5/2026, 09.43.28","0","No","","","https://www.tiktok.com/@faii_ctk._"
"=""7637386727036502792""","=""7637364429211288341""","=""7097272205772014593""","achmadiibram","achmadiibram","mulusss","8/5/2026, 12.21.18","1","Yes","","","https://www.tiktok.com/@achmadiibram"
"=""7639567598396605204""","=""7637364429211288341""","=""7638201424857416705""","riariciss762","Riariciss","minta","14/5/2026, 09.24.19","0","No","","","https://www.tiktok.com/@riariciss762"
"=""7638047906335818497""","=""7637364429211288341""","=""236305868613722112""","joyboy99d","Lapendos","dm","10/5/2026, 07.07.45","0","No","","","https://www.tiktok.com/@joyboy99d"
"=""7638131609577194256""","=""7637364429211288341""","=""7166543381908735002""","baronn2476","baron","dm aja, 10k gas","10/5/2026, 12.32.02","0","No","","","https://www.tiktok.com/@baronn2476"
"=""7638312441961546504""","=""7637364429211288341""","=""7607423031095542792""","bonzina0","kinoraaa","dm aja","11/5/2026, 00.13.34","0","No","","","https://www.tiktok.com/@bonzina0"
"=""7637364510295311124""","=""7637364429211288341""","=""7631524741345592321""","mencobasetia3","Mencobasetia","aku juga punya 17 menit😁","8/5/2026, 10.55.22","0","No","","","https://www.tiktok.com/@mencobasetia3"
"=""7638132464733553415""","","=""6801874102934193154""","mamypoko2666","mamypoko","berapa video sih dia ni","10/5/2026, 12.35.11","3","No","4","No","https://www.tiktok.com/@mamypoko2666"
"=""7641025290919412497""","=""7638132464733553415""","=""7496919525808948241""","fauzanrajinngaji_","𝕬𝖍𝖒𝖆𝖉 𝕱𝖆𝖚𝖟𝖆𝖓","dm gua punya","18/5/2026, 07.41.05","0","No","","","https://www.tiktok.com/@fauzanrajinngaji_"
"=""7641073993826992914""","=""7638132464733553415""","=""6801874102934193154""","mamypoko2666","mamypoko","udh ketemu bang","18/5/2026, 10.49.49","1","No","","","https://www.tiktok.com/@mamypoko2666"
"=""7641076315642757889""","=""7638132464733553415""","=""7496919525808948241""","fauzanrajinngaji_","𝕬𝖍𝖒𝖆𝖉 𝕱𝖆𝖚𝖟𝖆𝖓","iyaaa","18/5/2026, 10.59.04","0","No","","","https://www.tiktok.com/@fauzanrajinngaji_"
"=""7641076857428968199""","=""7638132464733553415""","=""6801874102934193154""","mamypoko2666","mamypoko","pasti minta bayarkan klopun di dm","18/5/2026, 11.00.52","0","No","","","https://www.tiktok.com/@mamypoko2666"
"=""7638141588388889351""","","=""6959238626052195333""","alif.lam05","Oy","dmna sih bray nyari nya, saya udh mampir ke crom gk dapet😳😳","10/5/2026, 13.10.35","2","No","9","No","https://www.tiktok.com/@alif.lam05"
"=""7638206105538544385""","=""7638141588388889351""","=""7421119746392032261""","user0924291694","Junior","masuk crom, ketik duck duck go, trus di pencarian duck duck go tulis aja tu ""bandar batang","10/5/2026, 17.21.14","1","No","","","https://www.tiktok.com/@user0924291694"
"=""7640147382026945298""","=""7638141588388889351""","=""7402600777723905029""","aqua.botol449","abdl aji","cara dapat link nya gimana om?","15/5/2026, 22.54.05","0","No","","","https://www.tiktok.com/@aqua.botol449"
"=""7641178162097832705""","=""7638141588388889351""","=""7421119746392032261""","user0924291694","Junior","ndk perlu link, ikuti aja yg gua bilang diatas","18/5/2026, 17.34.25","0","No","","","https://www.tiktok.com/@user0924291694"
"=""7641650748619834119""","=""7638141588388889351""","=""7183640580232496129""","al_veee2","Ahli Kubur","Gabisa","20/5/2026, 00.07.52","0","No","","","https://www.tiktok.com/@al_veee2"
"=""7642250241149076240""","=""7638141588388889351""","=""7421119746392032261""","user0924291694","Junior","DM, ntar ku kirim vidio","21/5/2026, 14.54.31","0","No","","","https://www.tiktok.com/@user0924291694"
"=""7639617769822061329""","=""7638141588388889351""","=""6955033741647987717""","sjw116","pribumi tamvan 12","DM co ada gw wkwk😂","14/5/2026, 12.38.58","0","No","","","https://www.tiktok.com/@sjw116"
"=""7641447172063871752""","=""7638141588388889351""","=""7047014285230375938""","y.fathurahman","Feby_FB3","Info bang","19/5/2026, 10.57.55","0","No","","","https://www.tiktok.com/@y.fathurahman"
"=""7638605124302209799""","=""7638141588388889351""","=""7105618502551110683""","sapnore","sapnore","dm","11/5/2026, 19.09.16","0","No","","","https://www.tiktok.com/@sapnore"
"=""7638312396557992711""","=""7638141588388889351""","=""7607423031095542792""","bonzina0","kinoraaa","gw ada DM aja","11/5/2026, 00.13.22","1","No","","","https://www.tiktok.com/@bonzina0"
"=""7639462818999190292""","","=""7230140148347831298""","jiiiiiiiii111","Ji","Punya nih 17 menit + 8 menit","14/5/2026, 02.37.41","0","No","7","No","https://www.tiktok.com/@jiiiiiiiii111"
"=""7641204003925181202""","=""7639462818999190292""","=""6983858099426149378""","paskapbogor","A'nger","kirim","18/5/2026, 19.14.13","0","No","","","https://www.tiktok.com/@paskapbogor"
"=""7641211315479069460""","=""7639462818999190292""","=""7230140148347831298""","jiiiiiiiii111","Ji","Dm","18/5/2026, 19.42.48","0","No","","","https://www.tiktok.com/@jiiiiiiiii111"
"=""7641567049773630216""","=""7639462818999190292""","=""7539600306058396673""","dion.fr19","dion fr","masih bang","19/5/2026, 18.43.07","0","No","","","https://www.tiktok.com/@dion.fr19"
"=""7641568623954264853""","=""7639462818999190292""","=""7230140148347831298""","jiiiiiiiii111","Ji","Masih","19/5/2026, 18.49.18","0","No","","","https://www.tiktok.com/@jiiiiiiiii111"
"=""7640683464388723474""","=""7639462818999190292""","=""7062735987121849345""","mazfahmi05_","FahmiKeju","kirim.bang","17/5/2026, 09.34.28","0","No","","","https://www.tiktok.com/@mazfahmi05_"
"=""7640719786867147540""","=""7639462818999190292""","=""7230140148347831298""","jiiiiiiiii111","Ji","Dm","17/5/2026, 11.55.23","0","No","","","https://www.tiktok.com/@jiiiiiiiii111"
"=""7640720749162382088""","=""7639462818999190292""","=""7062735987121849345""","mazfahmi05_","FahmiKeju","cek","17/5/2026, 11.59.00","0","No","","","https://www.tiktok.com/@mazfahmi05_"
"=""7637414815473992456""","","=""7357670817289372678""","brayen007","brayen","di hp gua mah Lengpa full🤣","8/5/2026, 14.10.16","24","Yes","16","No","https://www.tiktok.com/@brayen007"
"=""7637450105016173320""","=""7637414815473992456""","=""7342082928519349253""","yuvasepdiansyah","Ypa","minta bang hhehe","8/5/2026, 16.27.14","3","Yes","","","https://www.tiktok.com/@yuvasepdiansyah"
"=""7637717018624197396""","=""7637414815473992456""","=""7071879733634761730""","wongasor6666","user.12345678910","dm","9/5/2026, 09.48.32","1","No","","","https://www.tiktok.com/@wongasor6666"
"=""7638828604625994503""","=""7637414815473992456""","=""7609384817629152263""","badboy.joyy45","karkas88","Minta dong bangg😁","12/5/2026, 09.36.37","1","No","","","https://www.tiktok.com/@badboy.joyy45"
"=""7637427625204138760""","=""7637414815473992456""","=""7357670817289372678""","brayen007","brayen","DM""🤣🤣🤣","8/5/2026, 15.00.01","2","No","","","https://www.tiktok.com/@brayen007"
"=""7637428492355814151""","=""7637414815473992456""","=""7127553213109437445""","baribariest","bariest","bayar gak","8/5/2026, 15.03.22","1","No","","","https://www.tiktok.com/@baribariest"
"=""7637442942298407687""","=""7637414815473992456""","=""7357670817289372678""","brayen007","brayen","gratis lah","8/5/2026, 15.59.25","1","No","","","https://www.tiktok.com/@brayen007"
"=""7637550095265530642""","=""7637414815473992456""","=""7127553213109437445""","baribariest","bariest","kirim dm dong bang kali gratis 😂","8/5/2026, 22.55.15","1","No","","","https://www.tiktok.com/@baribariest"
"=""7637589897310503688""","=""7637414815473992456""","=""7201887844226761730""","mfahimn","Fahimnurudin.","send bang","9/5/2026, 01.29.47","1","No","","","https://www.tiktok.com/@mfahimn"
"=""7639352367218885396""","=""7637414815473992456""","=""7047573712249504769""","royhandson","Roy Handson","dm","13/5/2026, 19.29.01","0","No","","","https://www.tiktok.com/@royhandson"
"=""7637519869080011541""","=""7637414815473992456""","=""7594730766103381012""","ik.san195","ik San","bagi dong 😅","8/5/2026, 20.57.56","1","No","","","https://www.tiktok.com/@ik.san195"
"=""7637436931501114119""","=""7637414815473992456""","=""7400747496974255109""","lemperkeju10","cokzzzzzzzzz","udh di DM minta lah","8/5/2026, 15.36.10","1","Yes","","","https://www.tiktok.com/@lemperkeju10"
"=""7637445368851333906""","=""7637414815473992456""","=""6575640679618936837""","ilmlluthfi_","luthfii","dm aja bg","8/5/2026, 16.13.25","0","No","","","https://www.tiktok.com/@ilmlluthfi_"
"=""7637905590858089234""","=""7637414815473992456""","=""7564777127326336007""","mas.fd12","Mas FD","minta bang hhhaa","9/5/2026, 21.54.43","0","No","","","https://www.tiktok.com/@mas.fd12"
"=""7637556207322891009""","=""7637414815473992456""","=""6998852123643462657""","autophile0010","pejuang subuh","@","8/5/2026, 23.19.14","0","No","","","https://www.tiktok.com/@autophile0010"
"=""7643300228829102856""","","=""7468739075929064456""","yantoyanti4153","yanto yanti","sini yang mau","24/5/2026, 10.48.41","0","No","2","No","https://www.tiktok.com/@yantoyanti4153"
"=""7643301879905485585""","=""7643300228829102856""","=""7234580134820758535""","skieee_77","￴ ￴ ￴ ￴ ￴ ￴ ￴ ￴ ￴ ￴","bagi","24/5/2026, 10.55.37","0","No","","","https://www.tiktok.com/@skieee_77"
"=""7643304663248274194""","=""7643300228829102856""","=""7468739075929064456""","yantoyanti4153","yanto yanti","inbox aja bg","24/5/2026, 11.05.52","0","No","","","https://www.tiktok.com/@yantoyanti4153"
"=""7642269178716832528""","","=""7360253241450857489""","fachrivibedrnco4","Ekstrovert 10","info yg punya","21/5/2026, 16.07.55","0","No","4","No","https://www.tiktok.com/@fachrivibedrnco4"
"=""7642277206044050184""","=""7642269178716832528""","=""7536867363071230984""","deniz4karia","DeniZ4karia","ada gua","21/5/2026, 16.38.55","0","No","","","https://www.tiktok.com/@deniz4karia"
"=""7642295289576375041""","=""7642269178716832528""","=""7360253241450857489""","fachrivibedrnco4","Ekstrovert 10","dm","21/5/2026, 17.49.06","1","No","","","https://www.tiktok.com/@fachrivibedrnco4"
"=""7642299629744194322""","=""7642269178716832528""","=""7536867363071230984""","deniz4karia","DeniZ4karia","duluan bg udah ku folow","21/5/2026, 18.05.51","0","No","","","https://www.tiktok.com/@deniz4karia"
"=""7642371421961192199""","=""7642269178716832528""","=""7571744529859429377""","themunk292","TheMunk29","gua bang","21/5/2026, 22.44.30","0","No","","","https://www.tiktok.com/@themunk292"
"=""7637521146963706641""","","=""7311132025117197318""","thomas_julyan","th_jlyn","agak pink","8/5/2026, 21.03.08","1","No","3","No","https://www.tiktok.com/@thomas_julyan"
"=""7637525111084581640""","=""7637521146963706641""","=""7558890982323520530""","alfikrismith_","♠","emg ada yg 17mnt bg?","8/5/2026, 21.18.18","0","No","","","https://www.tiktok.com/@alfikrismith_"
"=""7637854451739001618""","=""7637521146963706641""","=""7627701151470846983""","motoriting","Moto Riting","dm aja","9/5/2026, 18.40.01","0","No","","","https://www.tiktok.com/@motoriting"
"=""7637553711966946055""","=""7637521146963706641""","=""6860108943248999426""","muh.soleh","DS乡ForYou","hitm","8/5/2026, 23.09.12","0","No","","","https://www.tiktok.com/@muh.soleh"
"=""7638149417041085205""","","=""6881262308044391425""","liota02","anti wibu","mana si link nya tolong lah bro","10/5/2026, 13.46.16","2","No","2","No","https://www.tiktok.com/@liota02"
"=""7639618222585725697""","=""7638149417041085205""","=""6955033741647987717""","sjw116","pribumi tamvan 12","DM co ada gw wkwk😂","14/5/2026, 12.41.05","0","No","","","https://www.tiktok.com/@sjw116"
"=""7642306200564040468""","=""7638149417041085205""","=""7074471355584660482""","yani2345224466","yni","pasti mnta byrn","22/5/2026, 05.37.29","0","No","","","https://www.tiktok.com/@yani2345224466"
"=""7638572118796141330""","","=""6937686229014692865""","faiz_wildan3","FaizWildan","aku punya free","11/5/2026, 17.01.13","5","No","12","No","https://www.tiktok.com/@faiz_wildan3"
"=""7641112867803415304""","=""7638572118796141330""","=""7321625974579299334""","kimvia88","kimvia","Minta link nya bos","18/5/2026, 13.20.44","1","No","","","https://www.tiktok.com/@kimvia88"
